inputs,target 
i am good at yarn crafts. @ i like consuming salty rod shaped snacks.,When I'm home on weekends I have nothing to do and snack because I'm bored. I should take up crafts so I stop eating so much.
me and them hang out and spectate sports. @ i want to create cartoons for a major studio.,When I'm not with friends I am pursuing my life goals.
me and them hang out and spectate sports. @ i want to create cartoons for a major studio.,i like doing something more creative.
me and them hang out and spectate sports. @ i want to create cartoons for a major studio.,I like to read comics about sports.
i am just a kid. @ i hope i get to go skydiving while i still can.,I'm a teenager.  One day I want to go skydiving.
i am just a kid. @ i hope i get to go skydiving while i still can.,I had many dreams when I was a kid.
i am just a kid. @ i hope i get to go skydiving while i still can.,"I am just a kid, but I really like dangerous, thrill seeker-type sports—you know, the kind of stuff you gotta do before you get too old. In fact, I hope to get to go skydiving while I still can."
i am good at beach sports. @ i enjoy the fashion and beauty industries.,I love the fashion that people wear at the beach.
i am good at beach sports. @ i enjoy the fashion and beauty industries.,I know there's a lot of demand for suitable wear for beach sports. This is one of the reasons why I enjoy the fashion and beauty industries.
i am good at beach sports. @ i enjoy the fashion and beauty industries.,The fashion and beauty industries have come a long way when it comes to designing beachware for sports.
i am good at beach sports. @ i enjoy the fashion and beauty industries.,I've done great on my beach volleyball team during the summer which helps me observe new trends coming out in both the fashion and beauty industries.
i am good at beach sports. @ i enjoy the fashion and beauty industries.,I love watching professional beach volleyball and my girlfriend always picks up great bathing suit ideas from the players!
everyone seems to comment on my height. @ i intentionally say things that are not funny.,I like telling bad jokes to distract people from my awkward height.
everyone seems to comment on my height. @ i intentionally say things that are not funny.,Well if you are taller then those comments might be more good than bad at least.
everyone seems to comment on my height. @ i intentionally say things that are not funny.,"I always make fun fo my best friend for being too short in height. He thinks I'm joking, but I'm not."
i am fresh into the post graduate world. @ i love canines.,I am enjoying university but I miss my dogs at home.
i am fresh into the post graduate world. @ i love canines.,I am fresh into the post graduate world because I just graduated with my veterinary degree. I have always wanted to be an animal doctor because I love canines.
i am fresh into the post graduate world. @ i love canines.,That sounds interesting.  I have always wanted to do post graduate in animals.
i like to watch sports. @ i am a fitness junkie.,I like to watch sports whenever I can and it always makes me want to work out. I'm really a fitness junkie in every way.
i like to watch sports. @ i am a fitness junkie.,I also like to do sports.
i like to watch sports. @ i am a fitness junkie.,I like to get involved in sports to be fit.
my hair is colored purple. @ i have my own salon.,"If you ever need to have it touched up, let me know because I'm a hair stylist. I have my own salon."
my hair is colored purple. @ i have my own salon.,I like to change my hair color often.
my hair is colored purple. @ i have my own salon.,"Cool, did you do it at home?"
i eat dominos every day. @ education is important to me.,I don't have time to cook since I'm always studying.
i eat dominos every day. @ education is important to me.,I eat dominos every day as I study.
i eat dominos every day. @ education is important to me.,"Studies have shown that the less educated people are, the worse their diets are, and I want to eat healthier."
i like to go out to eat. @ i am often late for class.,I go out for breakfast every school day.  Because of this I am often late for class.
i like to go out to eat. @ i am often late for class.,I don't like waking up early.
i left my work to see the world. @ i make software.,"I left my work to see the world, but I was compelled to return to my job because I love the work too much so once again I make software."
i left my work to see the world. @ i make software.,I do freelance work now and am a digital nomad.
i left my work to see the world. @ i make software.,Software work pays so well that I'm hoping to retire early so I can travel around the world before I'm too old.
i enjoy nature. @ i am in a lot of debt.,But I also spend alot on things I don't need while in nature.
i enjoy nature. @ i am in a lot of debt.,i enjoy nature and I am in debt.
i enjoy nature. @ i am in a lot of debt.,I might wind up losing my house and living in a tent.
when i was little i would dress like a superhero. @ my mother and father would allow my sibling and i to come during our childhood.,My siblings and I used to do that when we were younger.
when i was little i would dress like a superhero. @ my mother and father would allow my sibling and i to come during our childhood.,I loved superhero conventions.
when i was little i would dress like a superhero. @ my mother and father would allow my sibling and i to come during our childhood.,My sibling and I always dressed like batman and superman when we were little.
i am not a fan of italian. @ i teach kids how to be creative and express themselves.,"I’m not a huge fan of Italian art, but it’s very helpful when it comes to teaching kids how to be creative and expressive."
i am not a fan of italian. @ i teach kids how to be creative and express themselves.,I am a Spanish teacher for middle schoolers.
i am not a fan of italian. @ i teach kids how to be creative and express themselves.,"That surprises me—I think it's such a beautiful language, I'm teaching my children to speak it. I think it's important for them to express their creativity and explore all aspects of life."
i enjoy playing music. @ going to restaurants is one of my favorite things to do.,I enjoy playing music and I just got a job doing so at this restaurant that I go to all the time because going to restaurants is one of my favorite things to do.
i enjoy playing music. @ going to restaurants is one of my favorite things to do.,i like listening to music at my favorite restaurant.
i enjoy playing music. @ going to restaurants is one of my favorite things to do.,I like hearing bands at restaurants.  I really like going out to eat.
my family lost our agricultural home some weeks ago so i am searching for employment. @ i have a house in the midwest.,"My family lost our agricultural home some weeks ago so I am searching for employment. Whatever happens, though, I won't be homeless because I have a house in the midwest."
my family lost our agricultural home some weeks ago so i am searching for employment. @ i have a house in the midwest.,Whenever I visit back home in the midwest I go searching for temporary employment while I'm living there.
my family lost our agricultural home some weeks ago so i am searching for employment. @ i have a house in the midwest.,We bought a new home to replace it but it is nothing like the old one.
i have a freeloader at home. @ my babies love catnip and cat grass.,My freeloader happens to enjoy playing with my cats.
i have a freeloader at home. @ my babies love catnip and cat grass.,"I love my babies, but sometimes I think of them as freeloaders. When will they be old enough to get a job?"
i have a freeloader at home. @ my babies love catnip and cat grass.,"my cats are my freeloaders, but I love them."
jailhouse rock is such a great song. @ i need to study harder and get better grades.,i listen to it so much it affects my studying.
jailhouse rock is such a great song. @ i need to study harder and get better grades.,I need to stop listening to songs like jailhouse rock and study harder.
jailhouse rock is such a great song. @ i need to study harder and get better grades.,I spend too much time listening to music.
i like to work with my hands. @ i have three sons and two daughters.,I like teaching my kids woodwork.
i like to work with my hands. @ i have three sons and two daughters.,"I used to have a lot of crafty hobbies, but I don't have as much time for them now because my kids keep me busy."
i like to work with my hands. @ i have three sons and two daughters.,"I like to work with my hands and I have always had an easy time finding jobs doing do, which is good because I have three sons and two daughters to take care of."
i love to use oils to create vivid landscapes. @ there is nothing like my mother.,"I love to use oils to create vivid landscapes which many people admire, especially my mother. She's always been my biggest fan; when it comes to being supportive, there is nothing like my mother."
i love to use oils to create vivid landscapes. @ there is nothing like my mother.,My mother likes arts and wishes she knows how to do oil paintings.
i love to use oils to create vivid landscapes. @ there is nothing like my mother.,i used to take classes from my mom before she passed away.
i love italian cooking. @ i assign edgy labels that allow others find good qualities.,I really am into Japanese food. What do you do for work though?
i love italian cooking. @ i assign edgy labels that allow others find good qualities.,There are some Italian spices that I love.  The quality of them are so good.
i love italian cooking. @ i assign edgy labels that allow others find good qualities.,I organize recipes on the internet.
i want to volunteer more. @ i flip burgers at mickey dees for a living.,"I wish I had more time to volunteer, but I have to make money. That's why I flip burgers at Mickey Dees for a living."
i want to volunteer more. @ i flip burgers at mickey dees for a living.,I wish I had time but I am always working
i want to volunteer more. @ i flip burgers at mickey dees for a living.,"But my job at mickey dees still gives me the weekends off, and that's when I volunteer at the homeless shelter."
i love to watch the voice. @ i have glasses.,I wear glasses when I watch the voice.
sometimes i think i should get out and exercise more. @ i work 60 hours a week.,"I wish I had more time to exercise, because I've gotten very out of shape. Unfortunately I work 60 hours a week."
sometimes i think i should get out and exercise more. @ i work 60 hours a week.,It is hard to find the time.
i have a lot of siblings. @ i am a ginger.,My siblings and I all have the same type of hair.
i have a lot of siblings. @ i am a ginger.,You'll be able to pick me out in a family picture. All my siblings have brown hair.
i have a lot of siblings. @ i am a ginger.,"Cool, I have siblings and we all have freckles.  I guess because of my family genes I'm a ginger."
i am a hippie. @ i have two tattoos.,"i know hippies have tattoos sometimes, do you have any? i have two"
i am a hippie. @ i have two tattoos.,"i have two tattoos, and i'm a hippie too"
i am a hippie. @ i have two tattoos.,"Some people think I'm a hippie because I have long hair, and because I have two tattoos."
i enjoy skateboarding and going skiing. @ i exercise a lot.,I like doing cardio in general.
i enjoy skateboarding and going skiing. @ i exercise a lot.,Skateboarding and skiing is fun.  I like to do a lot of physical things.
i enjoy skateboarding and going skiing. @ i exercise a lot.,Skateboarding and skiing are my favorite forms of exercise. I like to do them often.
i am a happy person. @ i sing many songs.,I am also a happy person and I like to sing when I am happy which is why I love karoke.
i am a happy person. @ i sing many songs.,I like to sing when I am happy.
i am a happy person. @ i sing many songs.,I love to sing songs on the radio when I'm in a good mood.
i am still in love with my ex boyfriend. @ people say i have a cute laugh.,I was in love years ago but he left me. I get hit on a lot because of my cute laugh though.
i am still in love with my ex boyfriend. @ people say i have a cute laugh.,"I am still in love with my ex boyfriend but he says he is annoyed by my quirks, like my laugh, but I don't understand because other people say I have a cute laugh."
i am still in love with my ex boyfriend. @ people say i have a cute laugh.,My ex always liked the way I laughed.
the light midday sky is what i like to pick from the box of crayons. @ i work bagging food.,I wish I could make art for a living.
the light midday sky is what i like to pick from the box of crayons. @ i work bagging food.,I like to color with midday sky crayon when not working.
the light midday sky is what i like to pick from the box of crayons. @ i work bagging food.,"It is nice to dream sometimes, isn't it? I do enjoy envisioning about future plans/options."
i complete school this year. @ i wish to join education.,I got my masters in teaching.
i complete school this year. @ i wish to join education.,"Completing higher levels of education is a reliable way to earn more money and live a happier life, so I'm determined to do so."
i complete school this year. @ i wish to join education.,I am glad I finished college.  Now I have the degree to become a teacher.
i work as a lifeguard. @ my dad works offshore.,I have always been around the water.
i work as a lifeguard. @ my dad works offshore.,"My dad is a contractor, but on his off days he comes home and takes us all to the beaches where he used to surf and volunteer as a lifeguard."
i work as a lifeguard. @ my dad works offshore.,"i'm a lifeguard, but my dad is a worker offshore."
my sibling believes they are a buccaneer. @ i have a family member just starting school.,I know a lot of people -- usually kids though -- that probably have some similar ideas of themselves.
my sibling believes they are a buccaneer. @ i have a family member just starting school.,My siblings feel they are somehow buccaneers.  One of them is just starting school.
my sibling believes they are a buccaneer. @ i have a family member just starting school.,I have a little sister that pretends like that.  She just started school.
i love my dog. @ i am still in school.,I wish I could spend more time with him.
i love my dog. @ i am still in school.,I am a vet.
i love my dog. @ i am still in school.,When I was in college I took in one of my classmate's dog but it ran away.
i dislike hatred. @ i like the best stuff.,"Me too, I like to surround myself in happiness, and things that will comfort me and others."
i dislike hatred. @ i like the best stuff.,"I dislike hatred and I like things like respect, love, admiration, and other good qualities. In fact, in my opinion, I like the best stuff."
i dislike hatred. @ i like the best stuff.,"I do too, but sometimes I have fed off or feed off of it when things go wrong."
i care about my education. @ i am a spiritual person.,My education has helped me understand so much.  Religious studies has opened my eyes to my own religion.
i care about my education. @ i am a spiritual person.,I also care about my church.
i care about my education. @ i am a spiritual person.,"I heard you were accepted into a really great private school, isn't it that Catholic school in the city? Are you religious?"
" i refuse to go in the ocean , i am afraid that i will drown. @ my job is now at the library.","I love my new library job because the building is located next door to the ocean, so I get to listen to the waves."
" i refuse to go in the ocean , i am afraid that i will drown. @ my job is now at the library.",I like to stay on land at my job rather than swim in the ocean and drown.
" i refuse to go in the ocean , i am afraid that i will drown. @ my job is now at the library.",i much prefer curling up with a good book
i have a lot of friends. @ my dad works at the mill and my mom is a teacher.,I'm friends with a lot of my parents co-workers kids. my dad works at the mill and my mom is a teacher.
mother in phone stuff. @ i am with family and practicing the guitar.,"I am not familiar with phone stuff but I know various musical instruments, such as guitars."
mother in phone stuff. @ i am with family and practicing the guitar.,Your mom has your phone? What are you doing right now?
mother in phone stuff. @ i am with family and practicing the guitar.,My family doesn't let me use my phone when I'm practicing my guitar.
i like burritos. @ i like pizza.,I prefer italian food.
i like burritos. @ i like pizza.,"I only like one Italian dish, though."
i like burritos. @ i like pizza.,Sometimes I get tired of Mexican food.  So I order Italian
i love cooking. @ i have a missing pinky toe.,"One time while cooking, I accidentally dropped a very sharp knife on my foot."
i love cooking. @ i have a missing pinky toe.,"One time when I was cooking I almost cut off my finger with a knife. It would match my foot, because I have a missing pinky toe."
i love cooking. @ i have a missing pinky toe.,I also have had accidents while cooking.
i never hope to stop working no matter how old i become. @ i work regular hours just like the guy next to me.,I'm never going to retire either.  I want to work regular hours all my life.
i never hope to stop working no matter how old i become. @ i work regular hours just like the guy next to me.,I love my job.
i never hope to stop working no matter how old i become. @ i work regular hours just like the guy next to me.,You must work a lot of hours if you like it so much.
i love jalapenos. @ i rarely change my appearance.,I love jalapenos and rately change my appearance when I go out to eat some.
i love jalapenos. @ i rarely change my appearance.,They are so hot that they make my skin turn red.
i love jalapenos. @ i rarely change my appearance.,I eat so much I need to go on a diet.
human automation is my passion. @ my employment is manufacturing goods.,I use human automation in my business.
human automation is my passion. @ my employment is manufacturing goods.,I like working with machines.
human automation is my passion. @ my employment is manufacturing goods.,Wow that sounds like an exciting field.
my father passed away when i was a teen. @ i am in advertising.,"I had to get a job as a teenager because my parents both died young, and the advertising world gave me the stability I needed."
my father passed away when i was a teen. @ i am in advertising.,It has been tough but I still succeeded.
my father passed away when i was a teen. @ i am in advertising.,Sad to hear that happened then. How did you cope with it?
my father passed away when i was a teen. @ i download videos online.,I watched my dad's funeral online.
my father passed away when i was a teen. @ i download videos online.,"My father passed away when I was a teen, which affected me strongly. I'll admit, I kind of withdrew from the world because of it. It's kinda lonely, but I don't mind; I just stay home all day and download videos online."
my father passed away when i was a teen. @ i download videos online.,I liked to play alot of video games when I was a teen and now I download them online.
i refuse to ride the bus. @ i find joy in the littlest things.,I would much rather walk and see the sights because I find joy in the littlest things.
i enjoy hearing others stories. @ i sport trendy lenses.,"I read the stories out loud, but I have poor eyesight."
i enjoy hearing others stories. @ i sport trendy lenses.,I like cool glasses when people tell me stories.
i enjoy hearing others stories. @ i sport trendy lenses.,"Well, I have a good story for you.  It's about why I sport trendy lenses."
my favorite place to go is the mall. @ i hate cleaning.,I'd love to go to the mall with you! I'm stuck home doing chores and I hate cleaning.
my favorite place to go is the mall. @ i hate cleaning.,"Me too! When I go to the mall, my husband do house cleaning"
i would lose my head it if were not attached to my shoulders. @ i own a cute puppy.,"I would lose my head it if were not attached to my shoulders, but I have to try not to be so careless because I recently became a pet owner and now I own a cute puppy."
i would lose my head it if were not attached to my shoulders. @ i own a cute puppy.,My puppy is constantly getting away from my when I take him out on walks. I lose track of a lot of things.
i would lose my head it if were not attached to my shoulders. @ i own a cute puppy.,I hope that despite that I can take care of my puppy.
i dropped out of college a month ago. @ i like basketball.,I love to watch birds.
i dropped out of college a month ago. @ i like basketball.,"That stinks, I'm sorry. I just got in on a basketball scholarship."
i dropped out of college a month ago. @ i like basketball.,"I dropped out of college a month ago and I'm not sure what I'm going to do with my life, but I'll probably pursue an athletic career because I like basketball."
i have a daughter. @ i am a great cook.,"I have a son. I love cooking for him, as i am a great cook."
i have a daughter. @ i am a great cook.,"I am trying to cook better meals for my family, do you have any family friendly recipes?"
i have a daughter. @ i am a great cook.,"I've never had children, so I had time to develop hobbies, and I'm a great cook if I do say so myself."
i have been told i act like their father even though we are the same age. @ i feel drawn to many objects.,That is weird that they think you act like their father.  I sometimes prefer to deal with objects instead of people.
i have been told i act like their father even though we are the same age. @ i feel drawn to many objects.,How we act and feel can totally be related to what kind of living arrangement we grow to be a part of.
i have been told i act like their father even though we are the same age. @ i feel drawn to many objects.,"That's weird, is that what your mom wants? Or are you just drawn to them in that way?"
"i work in a lawyers firm. @  i have a lot of hair on my face , but none on my head.","Most lawyer firms require their employees to be clean shaven, so I couldn't have a beard if I worked there."
"i work in a lawyers firm. @  i have a lot of hair on my face , but none on my head.","I could never work or basically be a lawyer or such -- too much stress and too ""unfit"" for me."
"i work in a lawyers firm. @  i have a lot of hair on my face , but none on my head.",All the lawyers I've met don't have much hair.
i love to shop on weekends. @ i am really into the powers of crystals.,What do you normally shop for?
i love to shop on weekends. @ i am really into the powers of crystals.,"If I can see the number to win lottery, I am going to shop everyday. So I am really into the powers of crystals."
i enjoy making things. @ i just adopted a pet.,I'm going to make my new adopted pet a sweater for cold weather.
i enjoy making things. @ i just adopted a pet.,"Maybe I need a hobby like that, although I am pretty busy right now, as I just adopted a pet."
i enjoy making things. @ i just adopted a pet.,I like making dog leashes.
i enjoy making things. @ i just adopted a pet.,I just made a new dog bed.  I adopted a dog last week.
i enjoy making things. @ i just adopted a pet.,i am making a sweater for my dog.
i enjoy making things. @ i just adopted a pet.,I'm going to make my pet a bed to sleep in.
i like meat. @ i listen to rap.,"me too, i especially enjoy eating it while listening to rap music."
i like meat. @ i listen to rap.,I like to listen to certain types of music when I grill meats.
i like meat. @ i listen to rap.,I eat burgers when i listen to music.
i can spend hours and hours scribing in my notebooks. @ i do not have a girlfriend.,"Since I'm single, I've had a lot more free time to do my own hobbies, like writing in my notebook and drawing."
i can spend hours and hours scribing in my notebooks. @ i do not have a girlfriend.,I can spend hours and hours scribing in my notebooks. Sometimes I neglect people in my life because of it which is why I do not have a girlfriend at the moment.
i can spend hours and hours scribing in my notebooks. @ i do not have a girlfriend.,I have time to scribe in my notebooks since I don't have a girlfriend.
i am in a university. @ i love to go boating when i have a spare moment.,"if I am not studying, I am on the water"
i am in a university. @ i love to go boating when i have a spare moment.,I like to go boating when I am on Spring Break from college.
i am in a university. @ i love to go boating when i have a spare moment.,"What kind of stuff do you tend to do there, besides studying or such?"
i am in a lot of debt. @ i am failing some of my classes.,"I am in debt as well, plus I am failing some of my classes."
i read fantasy fiction novels. @ i enjoy swimming.,I can't sit still long enough to read an entire book. I stay active most of the time. I enjoy swimming.
i read fantasy fiction novels. @ i enjoy swimming.,I read one about a swimming team in the future.
i am allergic to seafood. @ i have a terrible singing voice.,I had to have a tracheotomy when I had an allergic reaction. It still affects me.
i never knew my dad. @ i have three tattoos.,However I feel really close to my mom and sisters.  I put them close to my heart in ink so I have three tattoos.
i never knew my dad. @ i have three tattoos.,I made sure to get a tattoo for all of my parents and grandparents that are alive.
i never knew my dad. @ i have three tattoos.,My Dad is a tattoo artist.
i am a yoga instructor. @ i do not like acting.,One of my students thinks I should perform in movies
i love animals. @ i work for peta.,I think that animals should have rights too.
i love animals. @ i work for peta.,I love animals as well which I why I chose to work for peta.
i love animals. @ i work for peta.,The reason I work for peta is because I care about animals so much and think they deserve equal rights as humans.
my father is dead. @ i play piano.,I played the piano at my father's funeral.
my father is dead. @ i play piano.,He taught me a love for music.
my father is dead. @ i play piano.,"My father is dead, which makes me sad because he taught me everything I know, like my musical skill, which you would really see when I play piano!"
i have a lot of friends. @ i love dogs and cats.,It's healthy to surround yourself with some type of companionship.
i have a lot of friends. @ i love dogs and cats.,I really enjoy spending time with animals.
i have a lot of friends. @ i love dogs and cats.,"I am an animal person too, do any of your friends have pets"
i am allergic to cats. @ i love to have my nails done.,I usually get a stuffy nose when around a nail salon.
i am allergic to cats. @ i love to have my nails done.,"that sucks. do you know if they're allergic to nails, which i love to have done?"
i am not a dog person. @ my religion is catholic.,I'm not a fan of dogs because I wasn't raised with them.  My upbringing was strict because I'm catholic.
i am not a dog person. @ my religion is catholic.,"I consider myself an all animal person, but only because I do not believe in favoring one animal unfairly over another as a moral sort of thing."
i am not a dog person. @ my religion is catholic.,I read a study that said Catholics have the highest percentage of dog ownership in the world.
burnt umber and tangerine are some of my top colored pencil choices. @ i want to work in tech.,I like to draw and create art when I'm not at work.
burnt umber and tangerine are some of my top colored pencil choices. @ i want to work in tech.,I do my art a lot but think often about getting a job.
burnt umber and tangerine are some of my top colored pencil choices. @ i want to work in tech.,"I love creating designs with burnt umber and tangerine colored pencils, which I will use in my future job in tech."
i like felines. @ my career is in a library.,I am sad when I have to leave my cats to go to work in the morning.
i like felines. @ my career is in a library.,"I like felines and I have a bunch of them. I wish I could take them to work with me, but my career is in a library so I can't."
i like felines. @ my career is in a library.,I like cats too.  I can't wait to see them when I come home from work at my job in the library.
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,I watch guys on tv beat each other up while dreaming of going to Europe.
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,When I am not traveling I like to watch UFC.
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,Could you not just watch it on TV? Some people seem content on just TV-living or living vicariously through TV somehow.
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,"I usually am too lazy to travel, so I watch tv at home."
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,I don't really like travelling.  I like watching fighting on tv.
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,I think most just fantasize about travel and/or just watch travel TV programs.
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,I watched a wrestling match when I visited Europe.
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,I saw a show about guys in Europe fighting.
i want to go to europe. @ seeing guys beat each other up on tv is awesome.,yea. i saw an awesome boxing match on tv from germany.
i enjoy fishing. @ i love decorating for christmas.,"I've never been much of an outdoorsman, and I much prefer spending time inside, that's why I love decorating for Christmas."
i enjoy fishing. @ i love decorating for christmas.,I mount some of my catch and use them for decorating.
i enjoy fishing. @ i love decorating for christmas.,I have many fish related ornaments for the tree
i love going shopping at nice stores. @ girls call my phone all day long.,"That's what I hear from all them, as the girls call my phone all day long."
i love going shopping at nice stores. @ girls call my phone all day long.,I can't get away to shop.  My girls call my phone all day.
i love going shopping at nice stores. @ girls call my phone all day long.,I love shopping with girls.
i work in retail. @ i love music.,I just work to support my music.
i went past my masters and have higher qualifications in the books and letters of rome. @ i rent a one bedroom.,"I got a classical education, too, but it doesn't pay much."
i went past my masters and have higher qualifications in the books and letters of rome. @ i rent a one bedroom.,"Very impressive; I am also pursuing higher education, but it is expensive, and I can hardly afford housing.  I rent a one bedroom."
i went past my masters and have higher qualifications in the books and letters of rome. @ i rent a one bedroom.,I live near the school.
i spend a lot of time answering phones. @ i have a hectic job.,Lots of people contact my job to ask questions
i spend a lot of time answering phones. @ i have a hectic job.,It can cause me a lot of stress.
i spend a lot of time answering phones. @ i have a hectic job.,"For my job I spend a lot of time on the phone, which creates a very hectic environment."
i am a meat an potatoes kind of person. @ i attend an area institute of higher learning.,i like to cook when I am not busy studying.
i am a meat an potatoes kind of person. @ i attend an area institute of higher learning.,"Meat and potatoes are both good, so can't blame you. I see food a bit differently now though since I learned of some biochemisty."
i am a meat an potatoes kind of person. @ i attend an area institute of higher learning.,"There aren't a lot of ""meat and potatoes"" types in higher learning, but my family back home works on a farm and they're still salt of the earth folks."
my mom and dad knew a lot about science. @ my work in the lab was always most important to me.,"I love science, but I'm the odd one out in my family."
my mom and dad knew a lot about science. @ my work in the lab was always most important to me.,"I am very interested in science also.  My first job involved a research laboratory, and my work in the lab was always most important to me."
my mom and dad knew a lot about science. @ my work in the lab was always most important to me.,Most of science takes place in the lab.
i have 2 dogs. @ i am an accountant.,I miss my dogs while i am working.  I am an accountant currently.
i have 2 dogs. @ i am an accountant.,I have a dog myself and they lay down next to me when I'm doing my nightly checks and balances for my clients.
i have 2 dogs. @ i am an accountant.,I make spreadsheets of the cost of pet ownership.
i like to do other things but add. @ i am studying art.,i love creating artwork
i like to do other things but add. @ i am studying art.,I'm not good at math.  That is why I'm going to school for art.
i like to do other things but add. @ i am studying art.,Adding is hard since I am not left brained.  I'm right brained so I focus on art for school.
i am a great cook. @ i have a daughter.,I'm not a great cook but I love cooking for my family. I have a son and a daughter.
i am a great cook. @ i have a daughter.,I'm a great cook and have a daughter.
i am a great cook. @ i have a daughter.,I met my wife working at the restaurant. We married and had a child.
i am in advertising. @ i like to listen to loud sounds.,How does that work? Lots of people say that but what does ot entail about someone or their abilities?
i am in advertising. @ i like to listen to loud sounds.,"Oh how interesting, how do you find inspiration for new ideas for your job? When I'm uninspired, I like to listen to music, what about you?"
i am in advertising. @ i like to listen to loud sounds.,"I am in advertising and I've learned that spots that command attention are the most effective, which is good for me because I like listening to loud sounds."
my mom is a painter. @ my favorite sport is hockey.,She painted my playing my favorite sport.
my mom is a painter. @ my favorite sport is hockey.,"I'm not very artistic. Instead, I prefer playing sports."
sometimes i like to visit thrift shops. @ i like to sew my own clothing.,"That is a great hobby, I am surprised how many nice homemade items that I can find in thrift shops"
sometimes i like to visit thrift shops. @ i like to sew my own clothing.,I also like to visit thrift shops because I love unique things that you can't buy in the store. I even like to to sew my own clothing.
sometimes i like to visit thrift shops. @ i like to sew my own clothing.,"I like remodeling old stuff, especially on clothing"
my work is in leadership at safeway. @ i like to visit the border.,My best friend worked their before she moved back to Mexico.
my work is in leadership at safeway. @ i like to visit the border.,My mom likes to travel.  We like to visit the border.
my work is in leadership at safeway. @ i like to visit the border.,Safeway is very close to Canada.
i like to listen to country music. @ i can play piano.,I like to play my own music.
i like to listen to country music. @ i can play piano.,I like to play country songs on my piano.
i like to listen to country music. @ i can play piano.,"I prefer classical music, and play it on the piano"
i go fishing on the weekends to relax. @ i love hiking and staying fit.,I love many things outdoors to stay active.
i go fishing on the weekends to relax. @ i love hiking and staying fit.,Fishing sounds like a nice time! i love hiking and staying fit.
i love to travel. @ my hair is short and pink.,"I was abroad just last week. I went to mexico, got my hair done there. It's so short and pink now."
that thing is not large enough. @ i have made some bad choices in the past.,"That thing is not large enough so I don't even know why I bought it. I'll admit, though, that this isn't the first time; I have made some bad choices in the past."
that thing is not large enough. @ i have made some bad choices in the past.,"Too often do we act on impulse when buying, do we not?"
that thing is not large enough. @ i have made some bad choices in the past.,I always want to buy a bigger boat and I am in debt now.
i am a ballet dancer. @ my favorite food is hamburgers.,"But I can only eat hamburgers when I'm not preparing for my dance classes, since I need to stay in shape when I'm dancing."
i am a ballet dancer. @ my favorite food is hamburgers.,I burn off the hamburgers by dancing ballet.
i am a ballet dancer. @ my favorite food is hamburgers.,"I could never be a ballet dancer because of my figure, which demonstrates that my favorite food is hamburgers."
i have a lot of pets. @ i have tons of buddies.,I don't think I have the patience to deal with pets.  I like having my friends that go home at night.
i have a lot of pets. @ i have tons of buddies.,"All of my buddies have pets and I have none, so whenever they're out of town I babysit their animals. Sometimes it feels like I also have a lot of pets!"
i have a lot of pets. @ i have tons of buddies.,I like to hang out with my dogs and friends at the park.
i have a lot of pets. @ i have tons of buddies.,My friends come over often to see my pets.
i have a lot of pets. @ i have tons of buddies.,I consider all my pets my friends as well.
i have a lot of pets. @ i have tons of buddies.,"They say people who love animals are more sociable, which is true for me. I have a lot of animals and a lot of friends."
i love to dance. @ i work at a coffee shop.,me too! i work at a coffee shop where i do it during breaks
"dad gave me a toy vehicle. @  sadly , my kitten fluffy passed away suddenly.","Dad gave me a toy vehicle, which all my pets love to play with. My kitten used to as well, but sadly my kitten Fluffy passed away suddenly."
"dad gave me a toy vehicle. @  sadly , my kitten fluffy passed away suddenly.",one time I got a cat for christmas
"dad gave me a toy vehicle. @  sadly , my kitten fluffy passed away suddenly.",My dad gave me a toy once.  It was after my kitten passed away suddenly.
i like to laugh. @ i like going in the ocean to look at fish and other big creatures under the water.,Do you also like the water/being free in the sea?
i like to laugh. @ i like going in the ocean to look at fish and other big creatures under the water.,My favorite ocean creatures are octopuses. I think they look so funny that they always make me laugh.
i like to laugh. @ i like going in the ocean to look at fish and other big creatures under the water.,i enjoy having a good time with my friends. my favorite thing to do is snorkeling with my friends.
i like to participate in sports. @ my mom was a rn.,I didn't get to play sports when I was little because my mom was always busy.
i like to participate in sports. @ my mom was a rn.,My mom was scared that I would get hurt playing.  She was an rn and saw a lot of injuries.
i like to participate in sports. @ my mom was a rn.,"Because my mom worked part time as a RN, she couldn't watch me after school and I had to join some school sports so I'd have supervision."
the smell of the ice and the coldness in the area draws me to games. @ i travel a lot.,"I've been to a few games in the area, but I tend to travel a lot."
the smell of the ice and the coldness in the area draws me to games. @ i travel a lot.,I have not experienced many different places since I do not travel much unfortunately.
the smell of the ice and the coldness in the area draws me to games. @ i travel a lot.,Being in winter weather calls to me.
i love my nieces and nephews. @ i go to europe every year.,I love visiting my sister an her kids in France as much as possible.
i love my nieces and nephews. @ i go to europe every year.,My nieces and nephews are fun.  I always take them on trips to Europe.
i love my nieces and nephews. @ i go to europe every year.,I took my nieces and nephews to Europe once.  I go there once a year.
my hobby is sewing. @ i like to go swimming.,"Sometimes, I do like to get outdoors though and head to the pool."
